Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0115420,4 - Low,ALERT: DISK SPACE on GBVVSML4-C:\ Label: 26AAB525 has currently 8 % is available,Windows Support,False,alert disk space on gbvvsml4c label 26aab5,alert disk space on gbvvsml4c label 26aab5,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0115421,3 - Moderate,Alert: CPU Utilization on USVVSDC0 is Critical	,Windows Support,False,  alert cpu utilization on usvvsdc0 is criticalt,   alert cpu utilization on usvvsdc0 be criticalt,windows support,                windows support,                 window support,10,esx-utilization
INC0115422,3 - Moderate,TIER 3 - Critical Device Down: US-NAP-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down usnapc1111r01,tier 3   critical device down usnapc1111r01,network support,                network support,                 network support,12,tier-critical
INC0115424,3 - Moderate,TIER 3 - Critical Device Down: US-NAP-C1111-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down usnapc1111r01,tier 3   critical device down usnapc1111r01,network support,                network support,                 network support,12,tier-critical
INC0115425,2 - High,TIER 1 - CRITICAL ALERT: US-STL-2901-R01.wescoaircraft.com is Down,Network Support,False,tier 1  critical alert usstl2901r01wescoa,tier 1   critical alert usstl2901r01wescoa,network support,                network support,                 network support,12,tier-critical
INC0115426,2 - High,ESX ALERT: stlouis-esx01.haasgroupintl.com is Down,Windows Support,False,esx alert stlouisesx01haasgroupintlcom is down,esx alert stlouisesx01haasgroupintlcom be down,windows support,                windows support,                 window support,10,esx-utilization
INC0115427,2 - High, NODE ALERT: StLouis-DC01 is Down,Windows Support,False,                  node alert stlouisdc01 is down,                   node alert stlouisdc01 be down,windows support,                windows support,                 window support,9,gbvvscl3-warn
INC0115428,2 - High,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
INC0115429,3 - Moderate,Critical Alert: Memory Utilization on GBISRFC1 is : 98 %,Windows Support,False,critical alert memory utilization on gbisrfc1 ,critical alert memory utilization on gbisrfc1,windows support,                windows support,                 window support,1,cpu-utilization
INC0115430,2 - High,Alert: CPU Utilization on GBLVSEX1 is Critical	,Windows Support,False,  alert cpu utilization on gblvsex1 is criticalt,   alert cpu utilization on gblvsex1 be criticalt,windows support,                windows support,                 window support,1,cpu-utilization
INC0115431,3 - Moderate,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvvshr0 i,warn alert memory utilization on gbvvshr0 I,windows support,                windows support,                 window support,10,esx-utilization
INC0115434,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,JDE CNC Technical,False,            node alert itest2wescohqcom is down,             node alert itest2wescohqcom be down,jde cnc,              jde cnc technical,               jde cnc technical,2,baseline-services_window
INC0115435,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,JDE CNC Technical,False,              node alert valjdelog01 has rebooted,               node alert valjdelog01 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0115436,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,JDE CNC Technical,False,               node alert devjdejas2 has rebooted,                node alert devjdejas2 have reboot,jde cnc,              jde cnc technical,               jde cnc technical,3,node-reboot
INC0115437,2 - High,Critical ALERT:  A Baseline Services_Windows component  on G-SCOM02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115438,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-FB04 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115439,2 - High,Critical ALERT:  A Baseline Services_Windows component  on TXAU-DMZRODC02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115440,2 - High,Critical ALERT:  A Baseline Services_Windows component  on FS2 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115441,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSDE0 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115442,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSRD6 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115443,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBVVSSC0 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115444,2 - High,Critical ALERT:  A Microsoft Exchange component  on TXAU-MAIL01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft exchange component,critical alert   a microsoft exchange component,windows support,                windows support,                 window support,6,component-microsoft
INC0115445,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-CLIMATECSQL is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115446,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-ORIONAPP02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115447,2 - High,Critical ALERT:  A Baseline Services_Windows component  on usausapcpi02 is in a current state of: Down,Windows Support,False,critical alert  a baseline services_windows co,critical alert   a baseline services_window co,windows support,                windows support,                 window support,2,baseline-services_window
INC0115448,2 - High,Critical ALERT:  A Microsoft IIS component  on TXAU-FB04 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
